0x8FF7B62D,00
0x46280481,Player.InteriorRoomStyleInfo.Garage00.OwnNum
0xDD44F70A,Player.InteriorRoomStyleInfo.Garage00.State
0xEEDB9DEB,Player.InteriorRoomStyleInfo.Garage01
0xDBA65458,Player.InteriorRoomStyleInfo.Garage01.FirstObtainedSec
0x54364768,Player.InteriorRoomStyleInfo.Garage01.KeyHash
0x00984ED3,Player.InteriorRoomStyleInfo.Garage01.LastObtainedSec
0x1252034F,Player.InteriorRoomStyleInfo.Garage01.OwnNum
0x0DDA50AF,Player.InteriorRoomStyleInfo.Garage01.State
0x535AC4E9,Player.InteriorRoomStyleInfo.Garage02
0xD542ED00,Player.InteriorRoomStyleInfo.Garage02.FirstObtainedSec
0x41C3B9DC,Player.InteriorRoomStyleInfo.Garage02.KeyHash
0xC55A9E83,Player.InteriorRoomStyleInfo.Garage02.LastObtainedSec
0x90EC8C9F,Player.InteriorRoomStyleInfo.Garage02.OwnNum
0xE82F07B1,Player.InteriorRoomStyleInfo.Garage02.State
0x8E8E4ECB,Player.InteriorRoomStyleInfo.Garage03
0xF8B1E7BD,Player.InteriorRoomStyleInfo.Garage03.FirstObtainedSec
0x0DC4AAEE,Player.InteriorRoomStyleInfo.Garage03.KeyHash
0xB5C9CE45,Player.InteriorRoomStyleInfo.Garage03.LastObtainedSec
0xAD718E5B,Player.InteriorRoomStyleInfo.Garage03.OwnNum
0x4F36A031,Player.InteriorRoomStyleInfo.Garage03.State
0xFD998BBF,Player.InteriorRoomStyleInfo.Garage04
0x3132CC7D,Player.InteriorRoomStyleInfo.Garage04.FirstObtainedSec
0x9B3D6FED,Player.InteriorRoomStyleInfo.Garage04.KeyHash
0xCFCCEE20,Player.InteriorRoomStyleInfo.Garage04.LastObtainedSec
0x805A23A5,Player.InteriorRoomStyleInfo.Garage04.OwnNum
0x9AB67830,Player.InteriorRoomStyleInfo.Garage04.State
0x147385F0,Player.InteriorRoomStyleInfo.Garage05
0xB3CE9DA8,Player.InteriorRoomStyleInfo.Garage05.FirstObtainedSec
0x0AAD8DB6,Player.InteriorRoomStyleInfo.Garage05.KeyHash
0xA491053B,Player.InteriorRoomStyleInfo.Garage05.LastObtainedSec
0xF7894D58,Player.InteriorRoomStyleInfo.Garage05.OwnNum
0xE9EA4ADC,Player.InteriorRoomStyleInfo.Garage05.State
0xEAB55D6B,Player.InteriorRoomStyleInfo.Garage06
0x60E54219,Player.InteriorRoomStyleInfo.Garage06.FirstObtainedSec
0x37769E81,Player.InteriorRoomStyleInfo.Garage06.KeyHash
0x32112938,Player.InteriorRoomStyleInfo.Garage06.LastObtainedSec
0xCDCA3FA0,Player.InteriorRoomStyleInfo.Garage06.OwnNum
0x6955C173,Player.InteriorRoomStyleInfo.Garage06.State
0x5B4A3404,Player.InteriorRoomStyleInfo.Garage07
0x644A0FD9,Player.InteriorRoomStyleInfo.Garage07.FirstObtainedSec
0x00C3144E,Player.InteriorRoomStyleInfo.Garage07.KeyHash
0xE20D595E,Player.InteriorRoomStyleInfo.Garage07.LastObtainedSec
0xEF4316EA,Player.InteriorRoomStyleInfo.Garage07.OwnNum
0x00AFD2BA,Player.InteriorRoomStyleInfo.Garage07.State
0xD531DBAA,Player.InteriorRoomStyleInfo.Garden00
0xEB4A50AF,Player.InteriorRoomStyleInfo.Garden00.FirstObtainedSec
0x5717C790,Player.InteriorRoomStyleInfo.Garden00.KeyHash
0x6E3B463E,Player.InteriorRoomStyleInfo.Garden00.LastObtainedSec
0x1D15786F,Player.InteriorRoomStyleInfo.Garden00.OwnNum
0x49E59F93,Player.InteriorRoomStyleInfo.Garden00.State
0xCDA4DCB1,Player.InteriorRoomStyleInfo.GardenWedding00
0x44645285,Player.InteriorRoomStyleInfo.GardenWedding00.FirstObtainedSec
0x08A8CED6,Player.InteriorRoomStyleInfo.GardenWedding00.KeyHash
0xB9D6DA7A,Player.InteriorRoomStyleInfo.GardenWedding00.LastObtainedSec
0x884DEE57,Player.InteriorRoomStyleInfo.GardenWedding00.OwnNum
0x71031641,Player.InteriorRoomStyleInfo.GardenWedding00.State
0xD294824E,Player.InteriorRoomStyleInfo.Gold00
0xE9BD52F8,Player.InteriorRoomStyleInfo.Gold00.FirstObtainedSec
0x442EE0DC,Player.InteriorRoomStyleInfo.Gold00.KeyHash
0x93F8BD90,Player.InteriorRoomStyleInfo.Gold00.LastObtainedSec
0xDA59ABF3,Player.InteriorRoomStyleInfo.Gold00.OwnNum
0x1F8D6381,Player.InteriorRoomStyleInfo.Gold00.State
0x3111A861,Player.InteriorRoomStyleInfo.Grassland00
0x7A54CD40,Player.InteriorRoomStyleInfo.Grassland00.FirstObtainedSec
0xE6E0A96E,Player.InteriorRoomStyleInfo.Grassland00.KeyHash
0x4057238D,Player.InteriorRoomStyleInfo.Grassland00.LastObtainedSec
0x13DCEA79,Player.InteriorRoomStyleInfo.Grassland00.OwnNum
0x8D49866E,Player.InteriorRoomStyleInfo.Grassland00.State
0xB1775C4D,Player.InteriorRoomStyleInfo.Gym00
0x6D1760BD,Player.InteriorRoomStyleInfo.Gym00.FirstObtainedSec
0xA4FDE2DD,Player.InteriorRoomStyleInfo.Gym00.KeyHash
0x89816B96,Player.InteriorRoomStyleInfo.Gym00.LastObtainedSec
0xB3D9377D,Player.InteriorRoomStyleInfo.Gym00.OwnNum
0xA555296B,Player.InteriorRoomStyleInfo.Gym00.State
0xD3CC5079,Player.InteriorRoomStyleInfo.Gym01
0x1EE7FDAD,Player.InteriorRoomStyleInfo.Gym01.FirstObtainedSec
0xFE32272A,Player.InteriorRoomStyleInfo.Gym01.KeyHash
0x79C1B46C,Player.InteriorRoomStyleInfo.Gym01.LastObtainedSec
0xCE911AA0,Player.InteriorRoomStyleInfo.Gym01.OwnNum
0x315A79C1,Player.InteriorRoomStyleInfo.Gym01.State
0x2CA5D198,Player.InteriorRoomStyleInfo.Gym02
0xED4AA47A,Player.InteriorRoomStyleInfo.Gym02.FirstObtainedSec
0xB30B549E,Player.InteriorRoomStyleInfo.Gym02.KeyHash
0xB351E865,Player.InteriorRoomStyleInfo.Gym02.LastObtainedSec
0xB9B5265A,Player.InteriorRoomStyleInfo.Gym02.OwnNum
0xF1048419,Player.InteriorRoomStyleInfo.Gym02.State
0xAA774A93,Player.InteriorRoomStyleInfo.Halloween00
0x45DE85B6,Player.InteriorRoomStyleInfo.Halloween00.FirstObtainedSec
0xEDBB5B86,Player.InteriorRoomStyleInfo.Halloween00.KeyHash
0x2B18CD37,Player.InteriorRoomStyleInfo.Halloween00.LastObtainedSec
0x5949FED1,Player.InteriorRoomStyleInfo.Halloween00.OwnNum
0xBB2803AF,Player.InteriorRoomStyleInfo.Halloween00.State
0x9D76B189,Player.InteriorRoomStyleInfo.Heart00
0x1CCC5467,Player.InteriorRoomStyleInfo.Heart00.FirstObtainedSec
0x6B7F9FDF,Player.InteriorRoomStyleInfo.Heart00.KeyHash
0xF09118BF,Player.InteriorRoomStyleInfo.Heart00.LastObtainedSec
0x1891D836,Player.InteriorRoomStyleInfo.Heart00.OwnNum
0x63052247,Player.InteriorRoomStyleInfo.Heart00.State
0xF68B215D,Player.InteriorRoomStyleInfo.Heart01
0x92F3FE81,Player.InteriorRoomStyleInfo.Heart01.FirstObtainedSec
0xDAE93BEB,Player.InteriorRoomStyleInfo.Heart01.KeyHash
0x284241A1,Player.InteriorRoomStyleInfo.Heart01.LastObtainedSec
0xFDCEAB29,Player.InteriorRoomStyleInfo.Heart01.OwnNum
0x01D139B7,Player.InteriorRoomStyleInfo.Heart01.State
0xC95B2C9C,Player.InteriorRoomStyleInfo.Heart02
0x514D6697,Player.InteriorRoomStyleInfo.Heart02.FirstObtainedSec
0xA9854350,Player.InteriorRoomStyleInfo.Heart02.KeyHash
0xBC676565,Player.InteriorRoomStyleInfo.Heart02.LastObtainedSec
0x8267CA46,Player.InteriorRoomStyleInfo.Heart02.OwnNum
0x1DF01BE1,Player.InteriorRoomStyleInfo.Heart02.State
0x2CE94448,Player.InteriorRoomStyleInfo.Heart03
0x966BFA45,Player.InteriorRoomStyleInfo.Heart03.FirstObtainedSec
0x9FB7DFCC,Player.InteriorRoomStyleInfo.Heart03.KeyHash
0xFE8FBBDC,Player.InteriorRoomStyleInfo.Heart03.LastObtainedSec
0xE242D720,Player.InteriorRoomStyleInfo.Heart03.OwnNum
0x19102BC0,Player.InteriorRoomStyleInfo.Heart03.State
0x6FCB6919,Player.InteriorRoomStyleInfo.Heart04
0x27242E53,Player.InteriorRoomStyleInfo.Heart04.FirstObtainedSec
0x25B04469,Player.InteriorRoomStyleInfo.Heart04.KeyHash
0x15F7583D,Player.InteriorRoomStyleInfo.Heart04.LastObtainedSec
0x5E318A29,Player.InteriorRoomStyleInfo.Heart04.OwnNum
0x341636D3,Player.InteriorRoomStyleInfo.Heart04.State
0x0FDB1AD9,Player.InteriorRoomStyleInfo.Heaven00
0x9BA26129,Player.InteriorRoomStyleInfo.Heaven00.FirstObtainedSec
0x7B9E4B6D,Player.InteriorRoomStyleInfo.Heaven00.KeyHash
0x3BDDFF60,Player.InteriorRoomStyleInfo.Heaven00.LastObtainedSec
0xC58E968B,Player.InteriorRoomStyleInfo.Heaven00.OwnNum
0x502D902A,Player.InteriorRoomStyleInfo.Heaven00.State
0x38121CF0,Player.InteriorRoomStyleInfo.Horror00
0xABC2FC93,Player.InteriorRoomStyleInfo.Horror00.FirstObtainedSec
0x4A9BA8A1,Player.InteriorRoomStyleInfo.Horror00.KeyHash
0x54543B10,Player.InteriorRoomStyleInfo.Horror00.LastObtainedSec
0xB69AE94F,Player.InteriorRoomStyleInfo.Horror00.OwnNum
0xE5601D20,Player.InteriorRoomStyleInfo.Horror00.State
0xDF1AF957,Player.InteriorRoomStyleInfo.Horror01
0xFA961401,Player.InteriorRoomStyleInfo.Horror01.FirstObtainedSec
0x0A9351F6,Player.InteriorRoomStyleInfo.Horror01.KeyHash
0x5AA0FFAE,Player.InteriorRoomStyleInfo.Horror01.LastObtainedSec
0xF08FBB53,Player.InteriorRoomStyleInfo.Horror01.OwnNum
0x6978C764,Player.InteriorRoomStyleInfo.Horror01.State
0xF7788898,Player.InteriorRoomStyleInfo.Hospital00
0x896E8934,Player.InteriorRoomStyleInfo.Hospital00.FirstObtainedSec
0xA1E296C0,Player.InteriorRoomStyleInfo.Hospital00.KeyHash
0x3D2048CE,Player.InteriorRoomStyleInfo.Hospital00.LastObtainedSec
0xA38E849E,Player.InteriorRoomStyleInfo.Hospital00.OwnNum
0x017F14C6,Player.InteriorRoomStyleInfo.Hospital00.State
0x3E224981,Player.InteriorRoomStyleInfo.IceRink00
0xB0A826A6,Player.InteriorRoomStyleInfo.IceRink00.FirstObtainedSec
0x2322B9EB,Player.InteriorRoomStyleInfo.IceRink00.KeyHash
0xFE383680,Player.InteriorRoomStyleInfo.IceRink00.LastObtainedSec
0xDF2F520A,Player.InteriorRoomStyleInfo.IceRink00.OwnNum
0x977C5139,Player.InteriorRoomStyleInfo.IceRink00.State
0xA0ECC9EB,Player.InteriorRoomStyleInfo.InterviewBoard00
0x44B8F1B3,Player.InteriorRoomStyleInfo.InterviewBoard00.FirstObtainedSec
0x3545FE08,Player.InteriorRoomStyleInfo.InterviewBoard00.KeyHash
0x7D3D3497,Player.InteriorRoomStyleInfo.InterviewBoard00.LastObtainedSec
0x3D32C8BC,Player.InteriorRoomStyleInfo.InterviewBoard00.OwnNum
0x1E8D4D5F,Player.InteriorRoomStyleInfo.InterviewBoard00.State
0x2DE51C50,Player.InteriorRoomStyleInfo.Jail00
0xF2604DE0,Player.InteriorRoomStyleInfo.Jail00.FirstObtainedSec
0x17D05E94,Player.InteriorRoomStyleInfo.Jail00.KeyHash
0xB385733B,Player.InteriorRoomStyleInfo.Jail00.LastObtainedSec
0x41BC61FB,Player.InteriorRoomStyleInfo.Jail00.OwnNum
0x2857A4FA,Player.InteriorRoomStyleInfo.Jail00.State
0x48C4C893,Player.InteriorRoomStyleInfo.Japanese00
0x31612D5B,Player.InteriorRoomStyleInfo.Japanese00.FirstObtainedSec
0x9E06D714,Player.InteriorRoomStyleInfo.Japanese00.KeyHash
0x8EA30070,Player.InteriorRoomStyleInfo.Japanese00.LastObtainedSec
0xCE695ADD,Player.InteriorRoomStyleInfo.Japanese00.OwnNum
0x845B80C1,Player.InteriorRoomStyleInfo.Japanese00.State
0x7A147387,Player.InteriorRoomStyleInfo.Japanese01
0xFBC454BF,Player.InteriorRoomStyleInfo.Japanese01.FirstObtainedSec
0xA05A2D3E,Player.InteriorRoomStyleInfo.Japanese01.KeyHash
0xE837B6F1,Player.InteriorRoomStyleInfo.Japanese01.LastObtainedSec
0xA0C885E8,Player.InteriorRoomStyleInfo.Japanese01.OwnNum
0x7D081A21,Player.InteriorRoomStyleInfo.Japanese01.State
0x86A8DB29,Player.InteriorRoomStyleInfo.Japanese02
0x0990DBD1,Player.InteriorRoomStyleInfo.Japanese02.FirstObtainedSec
0xFFA4093E,Player.InteriorRoomStyleInfo.Japanese02.KeyHash
0x8C1D8ABB,Player.InteriorRoomStyleInfo.Japanese02.LastObtainedSec
0x84323C1E,Player.InteriorRoomStyleInfo.Japanese02.OwnNum
0xD886762E,Player.InteriorRoomStyleInfo.Japanese02.State
0x35760D8F,Player.InteriorRoomStyleInfo.Japanese03
0xC30B94D4,Player.InteriorRoomStyleInfo.Japanese03.FirstObtainedSec
0x8314A8B2,Player.InteriorRoomStyleInfo.Japanese03.KeyHash
0x5C876BFC,Player.InteriorRoomStyleInfo.Japanese03.LastObtainedSec
0x08077728,Player.InteriorRoomStyleInfo.Japanese03.OwnNum
0x3E78C9E6,Player.InteriorRoomStyleInfo.Japanese03.State
0xC57D49F5,Player.InteriorRoomStyleInfo.Japanese04
0x3604CF0C,Player.InteriorRoomStyleInfo.Japanese04.FirstObtainedSec
0x022B4D1E,Player.InteriorRoomStyleInfo.Japanese04.KeyHash
0x3D4D9EFD,Player.InteriorRoomStyleInfo.Japanese04.LastObtainedSec
0xF0476F6E,Player.InteriorRoomStyleInfo.Japanese04.OwnNum
0xFFF208FB,Player.InteriorRoomStyleInfo.Japanese04.State
0x1D555DB5,Player.InteriorRoomStyleInfo.Japanese05
0x52959EAC,Player.InteriorRoomStyleInfo.Japanese05.FirstObtainedSec
0x2D64F588,Player.InteriorRoomStyleInfo.Japanese05.KeyHash
0xC1676D01,Player.InteriorRoomStyleInfo.Japanese05.LastObtainedSec
0xE1A8F29E,Player.InteriorRoomStyleInfo.Japanese05.OwnNum
0x4E501AFE,Player.InteriorRoomStyleInfo.Japanese05.State
0x7C69DF9D,Player.InteriorRoomStyleInfo.Jungle00
0x90E47B30,Player.InteriorRoomStyleInfo.Jungle00.FirstObtainedSec
0x301918D1,Player.InteriorRoomStyleInfo.Jungle00.KeyHash
0x892AEF3A,Player.InteriorRoomStyleInfo.Jungle00.LastObtainedSec
0x84C6EFDE,Player.InteriorRoomStyleInfo.Jungle00.OwnNum
0xBFEE22BD,Player.InteriorRoomStyleInfo.Jungle00.State
0xB91F273D,Player.InteriorRoomStyleInfo.Labo00
0xBE768415,Player.InteriorRoomStyleInfo.Labo00.FirstObtainedSec
0xFC3CE2F3,Player.InteriorRoomStyleInfo.Labo00.KeyHash
0x38E43EDF,Player.InteriorRoomStyleInfo.Labo00.LastObtainedSec
0xC45D31A2,Player.InteriorRoomStyleInfo.Labo00.OwnNum
0x1146A0C9,Player.InteriorRoomStyleInfo.Labo00.State
0x83AF1C2D,Player.InteriorRoomStyleInfo.Lace00
0xE21DD111,Player.InteriorRoomStyleInfo.Lace00.FirstObtainedSec
0x619CCE90,Player.InteriorRoomStyleInfo.Lace00.KeyHash
0x187A2034,Player.InteriorRoomStyleInfo.Lace00.LastObtainedSec
0x7D93EAAA,Player.InteriorRoomStyleInfo.Lace00.OwnNum
0x73E8B253,Player.InteriorRoomStyleInfo.Lace00.State
0x1DAD61F9,Player.InteriorRoomStyleInfo.Lace01
0x15411B7B,Player.InteriorRoomStyleInfo.Lace01.FirstObtainedSec
0xB20D3212,Player.InteriorRoomStyleInfo.Lace01.KeyHash
0x4F9D0D2F,Player.InteriorRoomStyleInfo.Lace01.LastObtainedSec
0xBB93E607,Player.InteriorRoomStyleInfo.Lace01.OwnNum
0x7734B86C,Player.InteriorRoomStyleInfo.Lace01.State
0x88AE6895,Player.InteriorRoomStyleInfo.Lace02
0x56738C33,Player.InteriorRoomStyleInfo.Lace02.FirstObtainedSec
0xB770D0FB,Player.InteriorRoomStyleInfo.Lace02.KeyHash
0x64804767,Player.InteriorRoomStyleInfo.Lace02.LastObtainedSec
0xED85A5C3,Player.InteriorRoomStyleInfo.Lace02.OwnNum
0x8F1D6F81,Player.InteriorRoomStyleInfo.Lace02.State
0x23F4AC10,Player.InteriorRoomStyleInfo.Lace03
0x97F3900A,Player.InteriorRoomStyleInfo.Lace03.FirstObtainedSec
0x6181441B,Player.InteriorRoomStyleInfo.Lace03.KeyHash
0xA29E5216,Player.InteriorRoomStyleInfo.Lace03.LastObtainedSec
0x1AD4E3D1,Player.InteriorRoomStyleInfo.Lace03.OwnNum
0xE0E558A4,Player.InteriorRoomStyleInfo.Lace03.State
0x253C7199,Player.InteriorRoomStyleInfo.Lace04
0xC2F7E08F,Player.InteriorRoomStyleInfo.Lace04.FirstObtainedSec
0x45E7D94E,Player.InteriorRoomStyleInfo.Lace04.KeyHash
0x85308F98,Player.InteriorRoomStyleInfo.Lace04.LastObtainedSec
0x75693F46,Player.InteriorRoomStyleInfo.Lace04.OwnNum
0x89FA414F,Player.InteriorRoomStyleInfo.Lace04.State
0x771DD13C,Player.InteriorRoomStyleInfo.Lace05
0x30EAE70E,Player.InteriorRoomStyleInfo.Lace05.FirstObtainedSec
0x1B7EF59B,Player.InteriorRoomStyleInfo.Lace05.KeyHash
0x8026EC1C,Player.InteriorRoomStyleInfo.Lace05.LastObtainedSec
0x336955C5,Player.InteriorRoomStyleInfo.Lace05.OwnNum
0x55043C14,Player.InteriorRoomStyleInfo.Lace05.State
0x2DA73EAB,Player.InteriorRoomStyleInfo.LightStick00
0x537180ED,Player.InteriorRoomStyleInfo.LightStick00.FirstObtainedSec
0x3AE0AFE0,Player.InteriorRoomStyleInfo.LightStick00.KeyHash
0x1D9DFFF7,Player.InteriorRoomStyleInfo.LightStick00.LastObtainedSec
0xF059C2C7,Player.InteriorRoomStyleInfo.LightStick00.OwnNum
0x441A8911,Player.InteriorRoomStyleInfo.LightStick00.State
0xDE77FE81,Player.InteriorRoomStyleInfo.LightStick01
0x78287397,Player.InteriorRoomStyleInfo.LightStick01.FirstObtainedSec
0x7E079731,Player.InteriorRoomStyleInfo.LightStick01.KeyHash
0x7CD15569,Player.InteriorRoomStyleInfo.LightStick01.LastObtainedSec
0x21333538,Player.InteriorRoomStyleInfo.LightStick01.OwnNum
0xF9379BF7,Player.InteriorRoomStyleInfo.LightStick01.State
0x743A91AE,Player.InteriorRoomStyleInfo.LightStick02
0x959604F1,Player.InteriorRoomStyleInfo.LightStick02.FirstObtainedSec
0xEC7D6255,Player.InteriorRoomStyleInfo.LightStick02.KeyHash
0x4CEC323C,Player.InteriorRoomStyleInfo.LightStick02.LastObtainedSec
0x50D5CD2A,Player.InteriorRoomStyleInfo.LightStick02.OwnNum
0x6DE22526,Player.InteriorRoomStyleInfo.LightStick02.State
0x3D62A304,Player.InteriorRoomStyleInfo.LightStick03
0x5BB62679,Player.InteriorRoomStyleInfo.LightStick03.FirstObtainedSec
0x79D4D718,Player.InteriorRoomStyleInfo.LightStick03.KeyHash
0x064A1442,Player.InteriorRoomStyleInfo.LightStick03.LastObtainedSec
0x800D6D17,Player.InteriorRoomStyleInfo.LightStick03.OwnNum
0xBD138874,Player.InteriorRoomStyleInfo.LightStick03.State
0x50F02F26,Player.InteriorRoomStyleInfo.LightStick04
0xEDD4E019,Player.InteriorRoomStyleInfo.LightStick04.FirstObtainedSec
0xDAE884EA,Player.InteriorRoomStyleInfo.LightStick04.KeyHash
0x409FE2E3,Player.InteriorRoomStyleInfo.LightStick04.LastObtainedSec
0xF72E4E35,Player.InteriorRoomStyleInfo.LightStick04.OwnNum
0xFB567C94,Player.InteriorRoomStyleInfo.LightStick04.State
0x3553580C,Player.InteriorRoomStyleInfo.LightStick05
0xFE7F9CAF,Player.InteriorRoomStyleInfo.LightStick05.FirstObtainedSec
0x3C6CCEC4,Player.InteriorRoomStyleInfo.LightStick05.KeyHash
0x3246B7DC,Player.InteriorRoomStyleInfo.LightStick05.LastObtainedSec
0xA541A703,Player.InteriorRoomStyleInfo.LightStick05.OwnNum
0x1788A651,Player.InteriorRoomStyleInfo.LightStick05.State
0xF0BA589E,Player.InteriorRoomStyleInfo.LightStick06
0x2D256678,Player.InteriorRoomStyleInfo.LightStick06.FirstObtainedSec
0x9E109CE6,Player.InteriorRoomStyleInfo.LightStick06.KeyHash
0x9AC0D506,Player.InteriorRoomStyleInfo.LightStick06.LastObtainedSec
0x29891743,Player.InteriorRoomStyleInfo.LightStick06.OwnNum
0x1D562AE1,Player.InteriorRoomStyleInfo.LightStick06.State
0x0B2E3A0B,Player.InteriorRoomStyleInfo.LightStick07
0x8561D948,Player.InteriorRoomStyleInfo.LightStick07.FirstObtainedSec
0xDF398A0E,Player.InteriorRoomStyleInfo.LightStick07.KeyHash
0x4C910BC1,Player.InteriorRoomStyleInfo.LightStick07.LastObtainedSec
0xCEE04757,Player.InteriorRoomStyleInfo.LightStick07.OwnNum
0x138038DA,Player.InteriorRoomStyleInfo.LightStick07.State
0x2047C936,Player.InteriorRoomStyleInfo.Log00
0xE7499B77,Player.InteriorRoomStyleInfo.Log00.FirstObtainedSec
0xFCE662AD,Player.InteriorRoomStyleInfo.Log00.KeyHash
0xBBB5439B,Player.InteriorRoomStyleInfo.Log00.LastObtainedSec
0x8C485625,Player.InteriorRoomStyleInfo.Log00.OwnNum
0x87F84DDC,Player.InteriorRoomStyleInfo.Log00.State
0x3F192913,Player.InteriorRoomStyleInfo.Marble00
0x15B8094A,Player.InteriorRoomStyleInfo.Marble00.FirstObtainedSec
0x67F04AAC,Player.InteriorRoomStyleInfo.Marble00.KeyHash
0x12A9E8AB,Player.InteriorRoomStyleInfo.Marble00.LastObtainedSec
0x2D3CDB60,Player.InteriorRoomStyleInfo.Marble00.OwnNum
0xC564AE28,Player.InteriorRoomStyleInfo.Marble00.State
0xEF0AB8C4,Player.InteriorRoomStyleInfo.Marble01
0x8C40701D,Player.InteriorRoomStyleInfo.Marble01.FirstObtainedSec
0x9853F296,Player.InteriorRoomStyleInfo.Marble01.KeyHash
0x810BF84B,Player.InteriorRoomStyleInfo.Marble01.LastObtainedSec
0x3C558308,Player.InteriorRoomStyleInfo.Marble01.OwnNum
0x768DEB84,Player.InteriorRoomStyleInfo.Marble01.State
0xD8B4DA0F,Player.InteriorRoomStyleInfo.Market00
0xF481E657,Player.InteriorRoomStyleInfo.Market00.FirstObtainedSec
0x86B0848E,Player.InteriorRoomStyleInfo.Market00.KeyHash
0xC47BE20E,Player.InteriorRoomStyleInfo.Market00.LastObtainedSec
0x8F3882A1,Player.InteriorRoomStyleInfo.Market00.OwnNum
0x04195D3F,Player.InteriorRoomStyleInfo.Market00.State
0xADCEB536,Player.InteriorRoomStyleInfo.MonitorRoom00
0xE4E2DCEA,Player.InteriorRoomStyleInfo.MonitorRoom00.FirstObtainedSec
0xD07D34F9,Player.InteriorRoomStyleInfo.MonitorRoom00.KeyHash
0x8D1D7FC9,Player.InteriorRoomStyleInfo.MonitorRoom00.LastObtainedSec
0x09F95523,Player.InteriorRoomStyleInfo.MonitorRoom00.OwnNum
0xE5DE0759,Player.InteriorRoomStyleInfo.MonitorRoom00.State
0xD79351F5,Player.InteriorRoomStyleInfo.MonitorRoom01
0xB246F470,Player.InteriorRoomStyleInfo.MonitorRoom01.FirstObtainedSec
0x0A95357D,Player.InteriorRoomStyleInfo.MonitorRoom01.KeyHash
0x844C254B,Player.InteriorRoomStyleInfo.MonitorRoom01.LastObtainedSec
0xE4F594DA,Player.InteriorRoomStyleInfo.MonitorRoom01.OwnNum
0xF8E62FB4,Player.InteriorRoomStyleInfo.MonitorRoom01.State
0x588387A6,Player.InteriorRoomStyleInfo.MonitorRoom02
0xEDD8906B,Player.InteriorRoomStyleInfo.MonitorRoom02.FirstObtainedSec
0xC4DEBF87,Player.InteriorRoomStyleInfo.MonitorRoom02.KeyHash
0xF2D83776,Player.InteriorRoomStyleInfo.MonitorRoom02.LastObtainedSec
0x5C4D44CD,Player.InteriorRoomStyleInfo.MonitorRoom02.OwnNum
0x6CD003AD,Player.InteriorRoomStyleInfo.MonitorRoom02.State
0x985EF1E2,Player.InteriorRoomStyleInfo.MovingBox00
0xE0795D96,Player.InteriorRoomStyleInfo.MovingBox00.FirstObtainedSec
0xCD6D22E9,Player.InteriorRoomStyleInfo.MovingBox00.KeyHash
0x1B725E98,Player.InteriorRoomStyleInfo.MovingBox00.LastObtainedSec
0x2C5F6ADF,Player.InteriorRoomStyleInfo.MovingBox00.OwnNum
0x5F03AF34,Player.InteriorRoomStyleInfo.MovingBox00.State
0x38D911F4,Player.InteriorRoomStyleInfo.MovingBox01
0xE1394952,Player.InteriorRoomStyleInfo.MovingBox01.FirstObtainedSec
0x5B17A646,Player.InteriorRoomStyleInfo.MovingBox01.KeyHash
0xFA76C6D3,Player.InteriorRoomStyleInfo.MovingBox01.LastObtainedSec
0xCF889C4F,Player.InteriorRoomStyleInfo.MovingBox01.OwnNum
0xC25A409A,Player.InteriorRoomStyleInfo.MovingBox01.State
0x8624729D,Player.InteriorRoomStyleInfo.MultiDot00
0xF5A958F7,Player.InteriorRoomStyleInfo.MultiDot00.FirstObtainedSec
0xEF48A3A4,Player.InteriorRoomStyleInfo.MultiDot00.KeyHash
0x4EBCA090,Player.InteriorRoomStyleInfo.MultiDot00.LastObtainedSec
0x42618699,Player.InteriorRoomStyleInfo.MultiDot00.OwnNum
0xA4E565D9,Player.InteriorRoomStyleInfo.MultiDot00.State
0x56E51AD3,Player.InteriorRoomStyleInfo.MultiDot01
0xED3CCF23,Player.InteriorRoomStyleInfo.MultiDot01.FirstObtainedSec
0xF8369FBC,Player.InteriorRoomStyleInfo.MultiDot01.KeyHash
0x68EC9AEA,Player.InteriorRoomStyleInfo.MultiDot01.LastObtainedSec
0xB8DB0205,Player.InteriorRoomStyleInfo.MultiDot01.OwnNum
0x48D7A55F,Player.InteriorRoomStyleInfo.MultiDot01.State
0x7ABD4626,Player.InteriorRoomStyleInfo.MultiDot02
0x60CAA34E,Player.InteriorRoomStyleInfo.MultiDot02.FirstObtainedSec
0x5C7DEF0C,Player.InteriorRoomStyleInfo.MultiDot02.KeyHash
0x0320BFF8,Player.InteriorRoomStyleInfo.MultiDot02.LastObtainedSec
0xA7D2D0CB,Player.InteriorRoomStyleInfo.MultiDot02.OwnNum
0x39E1D78A,Player.InteriorRoomStyleInfo.MultiDot02.State
0xDD13A3A6,Player.InteriorRoomStyleInfo.MultiDot03
0xD2BA2CB9,Player.InteriorRoomStyleInfo.MultiDot03.FirstObtainedSec
0xD12EFF4A,Player.InteriorRoomStyleInfo.MultiDot03.KeyHash
0x6E1251E8,Player.InteriorRoomStyleInfo.MultiDot03.LastObtainedSec
0x43771995,Player.InteriorRoomStyleInfo.MultiDot03.OwnNum
0xDC45F17B,Player.InteriorRoomStyleInfo.MultiDot03.State
0x521A1673,Player.InteriorRoomStyleInfo.MusicRoom00
0x3BF2A1B7,Player.InteriorRoomStyleInfo.MusicRoom00.FirstObtainedSec
0xFD6EA113,Player.InteriorRoomStyleInfo.MusicRoom00.KeyHash
0x83CC5584,Player.InteriorRoomStyleInfo.MusicRoom00.LastObtainedSec
